亲爱的玩家，由于您的背包已满，已将您购买的{activity;%d}道具发送到您的邮箱，请注意查收,"Tiên hữu thân mến, do túi đồ của bạn đã đầy, đạo cụ trong {activity;%d} gửi qua thư"
击败虚幽,Hạ Hư U
日落天光-肆,Nhật Lạc Thiên Quang-4
仙器百炼造化盘 · 二,Tiên Khí Bách Luyện Tạo Hóa Bàn 2
每年国历十月一日是我国的什么节日?(3个字),Hàng năm nước lịch ngày một tháng mười là nước ta cái gì ngày lễ? (3 Cái chữ )
打一碗神仙水,Uống 1 bát Thần Tiên Thủy
魔化混沌领主,Lĩnh Chủ Hỗn Độn Ma Hóa
明珠垂泪,Minh Châu Thùy Lệ
提高<color='#95d12b'>龙魂</color>固定值属性<color='#95d12b'>1800%</color>。\n<color='#8a8c8e'>万千种风光，自在心头。</color>,"Tăng thuộc tính cơ bản <color='#95d12b'>Long Hồn</color> <color='#007f18'>1800%</color>.\n<color='#8a8c8e'> Đạt đến hóa cảnh, phản phác quy chân</color>"
<color='#007f18'>点击前往</color>,<color='#007f18'> Điểm kích đến</color>
概率获得<color='#b759fa'>四象之灵</color>\n概率获得<color='#b759fa'>四象突破药水</color>\n概率获得<color='#b875fa'>变身卡</color>,Có thể nhận <color='#b759fa'>Hồn Tứ Tượng</color>\nCó thể nhận <color='#b759fa'>Thuốc Đột Phá Tứ Tượng</color>\nCó thể nhận <color='#b875fa'>Thẻ Biến Thân</color>
变身<color='#ffb400'>东皇太一</color>时获得铜墙铁壁，受到伤害减少<color='#95d12b'>24%</color>,"Khi biến thân thành <color='#ffb400'>Đông Hoàng Thái Nhất</color> nhận hiệu quả tường đồng vách sắt, thương tổn nhận giảm <color='#95d12b'>24%</color>"
使用后可以在<color='#95d12b'>1-6点</color>之间自主选一个点数，是拿大奖必备道具！！,Sau khi sử dụng <color='#95d12b'>có thể chọn từ 1-6 điểm</color> là đạo cụ cần thiết để lấy được phần thưởng lớn!
您在%s的黑名单中,Bạn có trong danh sách chặn của %s
教团首领虚佐,Thủ lĩnh giáo đoàn hư tá
仙缘大陆-叁,Tiên Duyên Đại Lục-3
连击时，有<color='#95d12b'>12%</color>的概率使目标玩家减速<color='#95d12b'>30%</color>，持续<color='#95d12b'>5</color>秒,"Khi công có <color='#95d12b'>12%</color> xác suất khiến người chơi mục tiêu giảm <color='#95d12b'>30%</color> tốc độ, trong <color='#95d12b'>5</color>s"
"被<color='#007f18'>冰冻</color>时,获得<color='#007f18'>冰冻保护</color>，期间免疫<color='#007f18'>冰冻</color>\n(持续<color='#007f18'>6</color>秒)","Khi bị<color='#007f18'> Đóng băng</color>, nhận được<color='#007f18'> bảo hộ</color>, trong thời gian bảo hộ miễn  <color='#007f18'> Đóng băng</color>\n(duy trì <color='#007f18'>6</color> giây)"
懒睡憨熊-泡,Lại Thụy Hàm Hùng-Bóng
4级击穿宝石,Đá Xuyên Kích Cấp 4
木檀,Mộc Đàn
粉-上品-痛击,Hồng-Thượng Phẩm-Thống Kích
打开可从下列选择一件本职业<color='#ff5252'>十九阶红色3星仙坠或仙链</color>,Mở có thể nhận 1 trong các vật phẩm sau của chức nghiệp <color='#ff5252'>Tiên Trụy hoặc Tiên Liên Đỏ bậc 19 3 Sao </color>
<color='#f556e8'>大小登科·衣</color>,<color='#F556E8'>Đại Tiểu Đăng Khoa ·Y</Color>
17阶红色3星自选,Đỏ bậc 17 3 Sao Tự Chọn
触发概率提升<color='#95d12b'>8%</color>,Tỷ lệ bộc phát tăng<color='#95d12b'>8%</color>
通关天神塔第740层,Vượt Thiên Thần Tháp tầng 740
双方有各自的安全区，进入敌方安全区的玩家将会被规则秒杀。,"2 bên đều có khu an toàn, người chơi vào khu an toàn của địch sẽ bị hạ ngay."
{showpos;2}%s 实力超群，大战三百回合，终于将 {wordsColor;ff6000;%s} 人头斩落！,"{showpos;2}%s } đi đường quyền, hạ gục {wordsColor;ff6000;%s}!"
<color='#3be0f9'>当前累计：%s已提高</color><color=#95d12b>%s/%s</color>\n,<color='#3be0f9'> Trước mắt tính gộp lại: %s Đã đề cao </color><color=#95d12b>%s/%s</color>\n
产出加速,Tăng tốc sản xuất
<color='#6d5535'><color='#007f18'>%s</color>秒后自动关闭</color>,<color='#6d5535'><color='#007f18'>%s</color> giây sau tự động đóng</color>
第936关,Ải 936
<color='#b759fa'>稀有</color>,<color='#b759fa'> hi hữu </color>
召唤紫焰双狼，对前方持续喷出火焰，造成四段总计<color='#95d12b'>400%</color>技能伤害，攻击剩余生命大于<color='#95d12b'>50%</color>的敌人时造成额外<color='#95d12b'>50%</color>的伤害，并扣除目标<color='#95d12b'>6%</color>的最大生命值。,"Triệu hồi Tử Diễm Song Lang phun ra hỏa diễm, tạo thành bốn lần tổng <color='#95d12b'>400%</color> sát thương kỹ năng, công kích địch nhân có HP còn lớn hơn <color='#95d12b'>50%</color> gây thêm <color='#95d12b'>50%</color> thương tổn, cũng khấu trừ mục tiêu <color='#95d12b'>6%</color> Lớn nhất HP."
"被<color='#007f18'>击飞</color>时,获得<color='#007f18'>击飞保护</color>，期间免疫<color='#007f18'>击飞</color>\n(持续<color='#007f18'>2.5</color>秒)","Khi bị<color='#007f18'> Đánh bay</color>, nhận được<color='#007f18'> bảo hộ</color>, trong thời gian bảo hộ miễn  <color='#007f18'> Đánh bay</color>\n(duy trì <color='#007f18'>2.5</color> giây)"
洞虚(二层),Động Hư (Tầng 2)
参与永夜战场10次,Tham gia Vĩnh Dạ Chiến Trường 10 Lần
古灵精怪-衣,Cổ Linh Tinh Quái-Áo
(废弃)藏宝图掉落包1-8,(Bỏ) Quà Tàng Bảo Đồ Rơi 1-8
许愿令不足时将消耗 [221]<color=#007f18>%s</color> 购买1个许愿令礼包,Cầu nguyện khiến không đủ lúc đem tiêu hao[221]<color=#007f18>%s</color> Mua 1 Cái cầu nguyện khiến gói quà
橙色随机铭文精华,Tinh Hoa Minh Văn Cam Ngẫu Nhiên
武魂16,Võ Hồn 16
增加<color='#95d12b'>60%经验加成</color>、<color='#95d12b'>5%攻击加成</color>、<color='#95d12b'>5%破甲加成</color>，<color='#95d12b'>10%五行伤害加成</color>，<color='#95d12b'>5%命中加成</color>，且具备自动拾取功能，升级速度似火箭！,"Tăng <color='#95d12b'>60% EXP tăng thêm</color>, <color='#95d12b'>5% công tăng thêm</color>, <color='#95d12b'>5% phá giáp tăng thêm</color>, <color='#95d12b'>10% sát thương ngũ hành tăng thêm</color>, <color='#95d12b'>5% trúng tăng thêm </color>, lại còn biết tự động nhặt, liên cấp nhanh hơn tên lửa!!"
铭文塔图鉴包55,Quà Đồ Giám Minh Văn Tháp 55
粉-上品-无敌,Hồng-Thượng Phẩm-Vô Địch
第%s天充值,Thứ %sngàyNạp
"剑若惊鸿,天外飞仙,对沿途范围的{enemy_num|wanjiashu_jc}个目标造成<color='#95d12b'>150%{+fix_hurt}</color>的伤害{skill_desc_1_1},如果是怪物,目标数量增加至{enemy_num_monster|guaiwushu_jc}个","Kiếm như kinh hồng, đối với {enemy_num|wanjiashu_jc} mục tiêu tạo thành<color='#95d12b'>150%{+fix_hurt}</color> sát thương {skill_desc_1_1}, nếu mục tiêu là quái, số lượng mục tiêu tăng đến {enemy_num_monster|guaiwushu_jc}"
十刹曲剑,Thập Sát Khúc Kiếm
第693关,Ải 693
获取圣装,Nhận Thánh Trang
提高<color='#007f18'>角色装备·仙坠</color>基础属性<color='#007f18'>2000%</color>。\n<color='#8a8c8e'>情深成痴，为你，与世界为敌。</color>,"Tăng thuộc tính cơ bản <color='#007f18'>tiên trụy</color> <color='#007f18'>2000%</color>.\n<color='#8a8c8e'> Tình thâm thành si, vì người, cùng cả thế giới là địch</color>"
#劫镖积分排名9060#,#Hạng điểm cướp tiêu 9060#
下发原因-经验池升级,Nguyên nhân gửi-Nâng cấp kho EXP
通天之塔,Thông thiên tháp
光之国：,Quang Quốc: 
基础破甲:+%s%%,Pháp giáp cơ bản:+%s%%
化鲲进化（十八）,Hóa Côn tiến hóa ( Mười tám )
第706关,Ải 706
守护叶嘉恒,Thủ hộ Diệp Gia Hằng
分解后您将获得<color='#007f18'>%s</color>[225]是否确定分解？,Phân giải nhận <color='#007f18'>%s</color> [225]! Xác nhận phân giải?
李煜,Lý Dục
坦克是哪个国家发明的?,Xe tăng là quốc gia nào phát minh?
帮助梦儿,Giúp Mộng Nhi
（p）至尊宝，你没事吧？（不好，至尊宝的状态有些不对劲）||（n）我，，啊！头好疼，力量，力量从体内……吼……,"（p）Chí Tôn Bảo, sao đấy? (Hỏng rồi, có vẻ Chí Tôn Bảo không được bình thường)||（n）Ta… Á! Đầu ta đau quá, sức mạnh, sức mạnh từ trong cơ thể… Khụ…"
进阶百分比,Tỷ lệ tăng bậc
概率获得<color='#b759fa'>四象之灵</color>\n概率获得<color='#b759fa'>四象突破药水</color>\n概率获得<color='#b956fa'>变身卡</color>,Có thể nhận <color='#b759fa'>Hồn Tứ Tượng</color>\nCó thể nhận <color='#b759fa'>Thuốc Đột Phá Tứ Tượng</color>\nCó thể nhận <color='#b956fa'>Thẻ Biến Thân</color>
您当前为<color='#00ab26'>VIP%d</color>，税率<color='#00ab26'>%d%%</color>,"Ngài hiện là <color='#00ab26'> VIP %d</color>, thuế suất <color='#00ab26'>%d%%</color>"
魔族祭祀,Ma tộc tế tự
"1.活动一共五轮BOSS\n2.当BOSS被击败后会掉落海量宝箱！\n3.宝箱打开后,可随机获得：\n<font color='#e022e8'>坐骑进阶丹x1</font>\n<font color='#f2f232'>中级经验丹x1</font>\n<font color='#e022e8'>初级羽翼精华x2</font>\n<font color='#e022e8'>初级神兵精华x2</font>\n<font color='#95d12b'>玄麟精魄x1</font>\n<font color='#95d12b'>冥虎精魄x1</font>\n<font color='#df140e'>伏龙精魄x1</font>\n最高可增加战力:<font color='#95d12b'>2000+</font>",1.Hoạt động sẽ có 5 lượt Boss\n2.Khi Boss bị tiêu diệt sẽ rơi ra nhiều bảo rương!\n3.Mở bảo rương có xác suất nhận được: \n<font color='#e022e8'>Tọa Kị Tiến Giới Đan x1</font>\n<font color='#f2f232'>Trung Cấp Kinh Nghiệm Đan x1</font>\n<font color='#e022e8'>Sơ Cấp Vũ Dực Tinh Hoa x2</font>\n<font color='#e022e8'>Sơ Cấp Thần Binh Tinh hoa x2</font>\n<font color='#95d12b'>Huyễn Lân Tinh Phách x1</font>\n<font color='#95d12b'>Minh hổ Tinh Phách x1</font>\n<font color='#df140e'>Phục Long Tinh Phách x1</font>\nTăng chiến lực cao nhất có thể:<font color='#95d12b'>2000+</font>.
热更gm,Cập nhật gm
吾,Ngô
灵石属性提升%s%%,Thuộc tính linh thạch tăng %s%%
<color='#00781f'>%s</color>的%s不足，是否将该玩家请离队伍？,"<color='#00781f'>%s</color> %s không đủ, muốn đá người chơi ra khỏi đội?"
第73章,Chương 73
<color=#d24000>龙蛋争夺</color>：上交<color=#f93dea>仙级情报</color>后触发<color=#007f18>龙蛋</color>事件，<color=#007f18>寻找</color>伪装成NPC的<color=#007f18>卦师</color>，跟随<color=#007f18>指引</color>找出龙蛋<color=#007f18>护送</color>至营地神龙处\n<color=#d24000>神龙召唤</color>：本域每日成功提交<color=#007f18>龙蛋</color>，召唤神龙。获得奖励,"<color=#d24000> long đản tranh đoạt </color>: Nộp lên <color=#f93dea> Tiên cấp Tình báo </color> Sau phát động <color=#007f18> long đản </color> Sự kiện, <color=#007f18> Tìm kiếm </color> Ngụy trang thành NPC <color=#007f18> Quẻ sư </color>, đi theo <color=#007f18> Chỉ dẫn </color> Tìm ra long đản <color=#007f18> Hộ tống </color> Đến doanh địa thần long chỗ \n<color=#d24000> Thần long triệu hoán </color>: Bản vực mỗi ngày thành công đưa ra <color=#007f18> long đản </color>, triệu hoán thần long. Thu hoạch được thưởng"
<color='#95D12BFF'>%s</color>秒内击杀目标可得<color='#95D12BFF'>%s星</color>,<color='#95D12BFF'>%s</color> Giây bên trong đánh giết mục tiêu nhưng phải <color='#95D12BFF'>%s Tinh </color>
概率获得<color='#b759fa'>四象之灵</color>\n概率获得<color='#b759fa'>四象突破药水</color>\n概率获得<color='#b882fa'>变身卡</color>,Có thể nhận <color='#b759fa'>Hồn Tứ Tượng</color>\nCó thể nhận <color='#b759fa'>Thuốc Đột Phá Tứ Tượng</color>\nCó thể nhận <color='#b882fa'>Thẻ Biến Thân</color>
傲世凌霄,Ngạo thế Lăng Tiêu
(废弃)宠物FB掉落3-1星,(Bỏ) Sủng Phụ bản Rơi 3-1 Sao
蓄力倒计时：,Tụ lực Đếm ngược
您还不是贵族%s，无法购买，前往<color=#007f18>贵族</color>界面查看如何提升贵族等级,"Bạn chưa phải quý tộc %s, không thể mua, đến giao diện <color=#007f18> Quý tộc </color>  tìm hiều để lên cấp quý tộc "
抗暴之魂,Kháng Bạo Hồn
「一迳抱幽山，居然城市间。」,"「Nhất kinh bão u sơn, cự nhiên thành thị gian.」"
是否花费<color=#007f18>%d</color>仙玉（已有车牌值<color=#007f18>%d</color>仙玉）竞拍该道具？,Tiêu<color=#007f18>%d</color>Tiên Ngọc( Đã có biển số xe giá trị <color=#007f18>%d</color>Tiên Ngọc) Cạnh tranh nên đạo cụ?
仙器装备分解,Tách trang bị Tiên Khí
火鬼王,Hỏa Quỷ Vương
获得{wordsColor;#ff6000;隐士经验}x%lld,Nhận {wordsColor;#ff6000;EXP Ẩn Sĩ}x%lld
<color='#f11536'>传说</color>,<color='#f11536'> truyện thuyết </color>
我出局了啊啊啊啊啊啊,Ta bị loại rồi á aaaa
可在坐骑系统中用于<color='#95d12b'>属性强化</color>,Dùng <color='#95d12b'>cường hóa thuộc tính</color> trong hệ thống Tọa Kỵ
全村的希望,Hy Vọng Của Thôn
升品主题-每日首充,Thăng Phẩm-Nạp đầu mỗi ngày
真实伤害<color='#95d12b'>+10%</color>,Sát thương thực <color='#95d12b'>+10%</color>
通关修真路可解锁符文,Thông quan tu chân lộ nhưng Mở khóa Phù văn
突破魔化蜀山弟子围困，需尽快脱身！,"Vượt vòng vây Thục Sơn Đệ Tử ma hóa, nhanh thoát thân!"
"这座陵墓存在上古龙神遗迹,宝藏无数,女娃你尽可去试试运气","Lăng mộ này có dấu tích của Thượng Cổ Long Thần, cô bé tới thử vận may xem."
可在<color='#95d12b'>星辰召唤</color>中使用,Dùng trong <color='#95d12b'>triệu hồi Tinh Thần</color>
召唤<color='#ff6000'>武侯月姬</color>释放周天群星，并击飞敌人,"Triệu hồi<color='#ff6000'> Võ Hầu Nguyệt Cơ </color> phóng Chu Thiên Quần Tinh, đồng thời đánh bay địch"
累计奖励判断,Phán đoán tích lũy thưởng
10级五行抗性石,Đá Kháng Ngũ Hành Cấp 10
玉兔之约,Hẹn ước Ngọc Thố
通天浮屠,Thông Thiên Phù Đồ
使用可激活图鉴<color='#95d12b'>“冷继承”</color>,Dùng kích hoạt đồ giám <color='#95d12b'>“Lãnh Kế Thừa ”</color>
受到攻击时有概率对攻击者造成<color='#007f18'>50%+2000</color>技能伤害。每次被外域玩家击杀，增加<color='#007f18'>0.8%</color>技能伤害，单日上限<color='#007f18'>8%</color>，最高<color='#007f18'>120%</color>\n<color='#3be0f9'>今日增加:</color><color='#95d12b'><<<skill_day_kill_waiyu>*<skill_add_val_per_kill>>/50>/8%</color><color='#3be0f9'>\n总计增加:</color><color='#95d12b'><<<skill_total_kill_waiyu>*<skill_add_val_per_kill>>/50>/120%</color>,"Bị công kích có tỷ lệ gây cho người tấn công <color='#007f18'>50%+2000</color> sát thương kỹ năng. Mỗi lần bị người chơi ngoại vực hạ, tăng <color='#007f18'>0.8%</color> sát thương kỹ năng, trong ngày cao nhất <color='#007f18'>8%</color>, tối đa <color='#007f18'>120%</color>\n<color='#3be0f9'>Hôm nay tăng: </color><color='#95d12b'><<<skill_day_kill_waiyu>*<skill_add_val_per_kill>>/50>/8%</color><color='#3be0f9'>\nTổng tăng: </color><color='#95d12b'><<<skill_total_kill_waiyu>*<skill_add_val_per_kill>>/50>/120%</color>"
寒覆,Hàn Phúc
时装-头像框97,Thời Trang-Khung Avatar 97
隐士-家具制作,Ẩn sĩ-Chế tác nội thất
天神八卦,Thiên thần bát quái
我掐指一算，你命里缺我。,"Ta bấm ngón tay tính toán, trong cuộc đời ngươi đang thiếu ta."
4级宝石箱,Rương Đá Cấp 4
BUG ACTIVITY_TYPE.COMBINE_SERVER-->> 开启合服活动 但是一个子活动都没有开,"BUG ACTIVITY_TYPE.COMBINE_SERVER-->> Mở sự kiện gộp server, nhưng chưa mở sự kiện con"
第425关,Ải 425
鹤生,Hạc Sinh
师兄，能帮忙找一下吗？,"Sư huynh, có thể giúp tìm lại không?"
防守积分:%s (差<color=#007f18>%s</color>分可领奖),Phòng thủ tích điểm:%s ( Chênh lệch <color=#007f18>%s</color> Phân nhưng lĩnh thưởng )
开启后随机获得十件<color='#95d24b'>神机装备</color>,Mở ngẫu nhiên nhận 10 <color='#95d24b'>Trang Bị Thần Cơ</color>
